#chr	st	end	value
chr1H	153520001	153620000	5.24532099999526
chr1H	153540001	153640000	5.24532099999526
chr1H	153560001	153660000	5.40923728124511
chr1H	153580001	153680000	5.57315356249496
chr1H	153600001	153700000	5.73706984374481
chr1H	153620001	153720000	6.06490240624451
chr1H	153640001	153740000	6.06490240624451
chr1H	153660001	153760000	6.06490240624451
chr1H	153680001	153780000	6.22881868749437
chr1H	153700001	153800000	6.06490240624451
chr1H	153720001	153820000	5.90098612499466
chr1H	153740001	153840000	5.73706984374481
chr1H	153760001	153860000	5.73706984374481
chr1H	153780001	153880000	5.57315356249496
chr1H	153800001	153900000	4.7535721562457
chr1H	153820001	153920000	5.24532099999526
chr1H	153840001	153940000	5.0814047187454
chr1H	153860001	153960000	4.91748843749555
chr1H	153880001	153980000	4.91748843749555
chr1H	153900001	154000000	4.91748843749555
chr1H	153920001	154020000	4.91748843749555
chr1H	153940001	154040000	4.91748843749555
chr1H	153960001	154060000	4.91748843749555
chr1H	153980001	154080000	4.91748843749555
chr1H	154000001	154100000	4.7535721562457
chr1H	154020001	154120000	4.7535721562457
chr1H	154040001	154140000	5.24532099999526
chr1H	154060001	154160000	5.0814047187454
chr1H	154080001	154180000	5.24532099999526
chr1H	154100001	154200000	5.24532099999526
chr1H	154120001	154220000	5.0814047187454
chr1H	154140001	154240000	5.0814047187454
chr1H	154160001	154260000	5.0814047187454
chr1H	154180001	154280000	5.24532099999526
chr1H	154200001	154300000	4.91748843749555
chr1H	154220001	154320000	4.7535721562457
chr1H	154240001	154340000	4.7535721562457
chr1H	154260001	154360000	4.7535721562457
chr1H	154280001	154380000	4.7535721562457
chr1H	154300001	154400000	4.91748843749555
chr1H	154320001	154420000	5.24532099999526
chr1H	154340001	154440000	5.0814047187454
chr1H	154360001	154460000	5.40923728124511
chr1H	154380001	154480000	5.40923728124511
chr1H	154400001	154500000	5.25222222799879
chr1H	154420001	154520000	5.08809028337382
chr1H	154440001	154540000	4.92395833874886
chr1H	154460001	154560000	4.91748843749555
chr1H	154480001	154580000	5.24532099999526
chr1H	154500001	154600000	5.24532099999526
chr1H	154520001	154620000	4.32387882242511
chr1H	154540001	154640000	4.15757579079337
chr1H	154560001	154660000	4.15757579079337
chr1H	154580001	154680000	4.15757579079337
chr1H	154600001	154700000	4.16059727524871
chr1H	154620001	154720000	4.16059727524871
chr1H	154640001	154740000	4.16059727524871
chr1H	154660001	154760000	4.92071477856593
chr1H	154680001	154780000	4.91748843749555
chr1H	154700001	154800000	4.7535721562457
chr1H	154720001	154820000	4.425739593746
chr1H	154740001	154840000	4.425739593746
chr1H	154760001	154860000	3.93399074999644
chr1H	154780001	154880000	3.77007446874659
chr1H	154800001	154900000	3.93399074999644
chr1H	154820001	154920000	4.09790703124629
chr1H	154840001	154940000	4.26461947475714
chr1H	154860001	154960000	4.26461947475714
chr1H	154880001	154980000	4.42864330070933
chr1H	154900001	155000000	4.42864330070933
chr1H	154920001	155020000	4.42864330070933
chr1H	154940001	155040000	4.58965587499585
chr1H	154960001	155060000	4.58965587499585
chr1H	154980001	155080000	4.58965587499585
chr1H	155000001	155100000	4.58965587499585
chr1H	155020001	155120000	4.58965587499585
chr1H	155040001	155140000	4.91748843749555
chr1H	155060001	155160000	4.91748843749555
chr1H	155080001	155180000	5.40923728124511
chr1H	155100001	155200000	5.57315356249496
chr1H	155120001	155220000	5.40923728124511
chr1H	155140001	155240000	5.90098612499466
chr1H	155160001	155260000	5.57315356249496
chr1H	155180001	155280000	5.40923728124511
chr1H	155200001	155300000	5.13336198762058
chr1H	155220001	155320000	5.4645466319832
chr1H	155240001	155340000	4.93049777705888
chr1H	155260001	155360000	4.7535721562457
chr1H	155280001	155380000	4.7535721562457
chr1H	155300001	155400000	4.7535721562457
chr1H	155320001	155420000	4.7535721562457
chr1H	155340001	155440000	4.58965587499585
chr1H	155360001	155460000	4.58965587499585
chr1H	155380001	155480000	4.7535721562457
chr1H	155400001	155500000	4.425739593746
chr1H	155420001	155520000	4.91748843749555
chr1H	155440001	155540000	5.0814047187454
chr1H	155460001	155560000	5.90098612499466
chr1H	155480001	155580000	5.58048611724871
chr1H	155500001	155600000	5.25222222799879
chr1H	155520001	155620000	4.7598263941239
chr1H	155540001	155640000	4.91748843749555
chr1H	155560001	155660000	4.425739593746
chr1H	155580001	155680000	4.26182331249615
chr1H	155600001	155700000	4.58965587499585
chr1H	155620001	155720000	4.58965587499585
chr1H	155640001	155740000	5.24532099999526
chr1H	155660001	155760000	5.24532099999526
chr1H	155680001	155780000	5.40923728124511
chr1H	155700001	155800000	5.73706984374481
chr1H	155720001	155820000	5.57315356249496
chr1H	155740001	155840000	5.40923728124511
chr1H	155760001	155860000	4.58965587499585
chr1H	155780001	155880000	4.7535721562457
chr1H	155800001	155900000	4.7535721562457
chr1H	155820001	155920000	4.91748843749555
chr1H	155840001	155940000	4.91748843749555
chr1H	155860001	155960000	4.7535721562457
chr1H	155880001	155980000	4.7535721562457
chr1H	155900001	156000000	4.58965587499585
chr1H	155920001	156020000	4.425739593746
chr1H	155940001	156040000	4.425739593746
chr1H	155960001	156060000	4.7535721562457
chr1H	155980001	156080000	4.91748843749555
chr1H	156000001	156100000	5.0814047187454
chr1H	156020001	156120000	4.7535721562457
chr1H	156040001	156140000	5.24532099999526
chr1H	156060001	156160000	5.40923728124511
chr1H	156080001	156180000	5.0814047187454
chr1H	156100001	156200000	4.91748843749555
chr1H	156120001	156220000	4.91748843749555
chr1H	156140001	156240000	4.7535721562457
chr1H	156160001	156260000	4.7535721562457
chr1H	156180001	156280000	4.425739593746
chr1H	156200001	156300000	4.91748843749555
chr1H	156220001	156320000	5.24532099999526
chr1H	156240001	156340000	5.24532099999526
chr1H	156260001	156360000	5.73706984374481
chr1H	156280001	156380000	5.90098612499466
chr1H	156300001	156400000	5.73706984374481
chr1H	156320001	156420000	5.90098612499466
chr1H	156340001	156440000	6.06490240624451
chr1H	156360001	156460000	5.73706984374481
chr1H	156380001	156480000	5.40923728124511
chr1H	156400001	156500000	5.24532099999526
chr1H	156420001	156520000	5.0814047187454
chr1H	156440001	156540000	5.0814047187454
chr1H	156460001	156560000	4.7535721562457
chr1H	156480001	156580000	4.91748843749555
chr1H	156500001	156600000	4.91748843749555
chr1H	156520001	156620000	4.7535721562457
chr1H	156540001	156640000	4.58965587499585
chr1H	156560001	156660000	5.0814047187454
chr1H	156580001	156680000	5.40923728124511
chr1H	156600001	156700000	5.40923728124511
chr1H	156620001	156720000	5.0814047187454
chr1H	156640001	156740000	5.24532099999526
chr1H	156660001	156760000	4.425739593746
chr1H	156680001	156780000	4.425739593746
chr1H	156700001	156800000	4.91748843749555
chr1H	156720001	156820000	5.40923728124511
chr1H	156740001	156840000	5.0814047187454
chr1H	156760001	156860000	5.0814047187454
chr1H	156780001	156880000	5.57315356249496
chr1H	156800001	156900000	5.40923728124511
chr1H	156820001	156920000	5.57315356249496
chr1H	156840001	156940000	5.90098612499466
chr1H	156860001	156960000	6.22881868749437
chr1H	156880001	156980000	5.90098612499466
chr1H	156900001	157000000	5.40923728124511
chr1H	156920001	157020000	4.7535721562457
chr1H	156940001	157040000	4.91748843749555
chr1H	156960001	157060000	4.58965587499585
chr1H	156980001	157080000	4.58965587499585
chr1H	157000001	157100000	4.58965587499585
chr1H	157020001	157120000	4.7535721562457
chr1H	157040001	157140000	4.7535721562457
chr1H	157060001	157160000	4.58965587499585
chr1H	157080001	157180000	4.425739593746
chr1H	157100001	157200000	5.0814047187454
chr1H	157120001	157220000	5.24532099999526
chr1H	157140001	157240000	5.0814047187454
chr1H	157160001	157260000	5.24532099999526
chr1H	157180001	157280000	5.57315356249496
chr1H	157200001	157300000	4.91748843749555
chr1H	157220001	157320000	4.91748843749555
chr1H	157240001	157340000	4.7535721562457
chr1H	157260001	157360000	4.58965587499585
chr1H	157280001	157380000	4.09790703124629
chr1H	157300001	157400000	4.58965587499585
chr1H	157320001	157420000	4.26182331249615
chr1H	157340001	157440000	4.58965587499585
chr1H	157360001	157460000	4.26182331249615
chr1H	157380001	157480000	4.26182331249615
chr1H	157400001	157500000	4.09790703124629
chr1H	157420001	157520000	4.91748843749555
chr1H	157440001	157540000	5.40923728124511
chr1H	157460001	157560000	5.57315356249496
chr1H	157480001	157580000	5.57315356249496
chr1H	157500001	157600000	6.39273496874422
chr1H	157520001	157620000	6.55665124999407
chr1H	157540001	157640000	5.90098612499466
chr1H	157560001	157660000	6.55665124999407
chr1H	157580001	157680000	6.55665124999407
chr1H	157600001	157700000	5.57681008237472
chr1H	157620001	157720000	5.24876243047032
chr1H	157640001	157740000	4.92071477856593
chr1H	157660001	157760000	4.91748843749555
chr1H	157680001	157780000	5.0814047187454
chr1H	157700001	157800000	5.0814047187454
chr1H	157720001	157820000	4.91748843749555
chr1H	157740001	157840000	4.58965587499585
chr1H	157760001	157860000	4.425739593746
chr1H	157780001	157880000	5.0814047187454
chr1H	157800001	157900000	4.91748843749555
chr1H	157820001	157920000	4.425739593746
chr1H	157840001	157940000	3.93399074999644
chr1H	157860001	157960000	4.26182331249615
chr1H	157880001	157980000	3.77007446874659
chr1H	157900001	158000000	3.93399074999644
chr1H	157920001	158020000	3.93399074999644
chr1H	157940001	158040000	4.09790703124629
chr1H	157960001	158060000	4.09790703124629
chr1H	157980001	158080000	4.26182331249615
chr1H	158000001	158100000	4.26182331249615
chr1H	158020001	158120000	4.26182331249615
chr1H	158040001	158140000	4.26182331249615
chr1H	158060001	158160000	4.425739593746
chr1H	158080001	158180000	4.91748843749555
chr1H	158100001	158200000	5.73706984374481
chr1H	158120001	158220000	6.06490240624451
chr1H	158140001	158240000	6.55665124999407
chr1H	158160001	158260000	6.39273496874422
chr1H	158180001	158280000	6.39273496874422
chr1H	158200001	158300000	5.73706984374481
chr1H	158220001	158320000	5.90098612499466
chr1H	158240001	158340000	5.90098612499466
chr1H	158260001	158360000	5.90098612499466
chr1H	158280001	158380000	5.40923728124511
chr1H	158300001	158400000	5.40923728124511
chr1H	158320001	158420000	5.73706984374481
chr1H	158340001	158440000	5.57315356249496
chr1H	158360001	158460000	6.06490240624451
chr1H	158380001	158480000	6.06490240624451
chr1H	158400001	158500000	5.90098612499466
chr1H	158420001	158520000	5.73706984374481
chr1H	158440001	158540000	5.24532099999526
chr1H	158460001	158560000	4.91748843749555
chr1H	158480001	158580000	4.58965587499585
chr1H	158500001	158600000	4.26182331249615
chr1H	158520001	158620000	4.26182331249615
chr1H	158540001	158640000	4.425739593746
chr1H	158560001	158660000	4.425739593746
chr1H	158580001	158680000	4.425739593746
chr1H	158600001	158700000	4.425739593746
chr1H	158620001	158720000	4.26182331249615
chr1H	158640001	158740000	4.27025671161242
chr1H	158660001	158760000	5.0814047187454
chr1H	158680001	158780000	5.40923728124511
chr1H	158700001	158800000	5.40923728124511
chr1H	158720001	158820000	5.57315356249496
chr1H	158740001	158840000	5.40923728124511
chr1H	158760001	158860000	5.0814047187454
chr1H	158780001	158880000	4.7535721562457
chr1H	158800001	158900000	4.7535721562457
chr1H	158820001	158920000	4.7535721562457
chr1H	158840001	158940000	5.40923728124511
chr1H	158860001	158960000	5.90098612499466
chr1H	158880001	158980000	5.90098612499466
chr1H	158900001	159000000	6.39273496874422
chr1H	158920001	159020000	6.22881868749437
chr1H	158940001	159040000	5.42354755476476
chr1H	158960001	159060000	4.76614785115691
chr1H	158980001	159080000	4.76614785115691
chr1H	159000001	159100000	4.60179792525495
chr1H	159020001	159120000	4.7535721562457
chr1H	159040001	159140000	4.7535721562457
chr1H	159060001	159160000	4.58965587499585
chr1H	159080001	159180000	4.09790703124629
chr1H	159100001	159200000	3.93399074999644
chr1H	159120001	159220000	3.93399074999644
chr1H	159140001	159240000	3.93399074999644
chr1H	159160001	159260000	4.10329861562405
chr1H	159180001	159280000	4.26743056024901
chr1H	159200001	159300000	3.93916667099909
chr1H	159220001	159320000	4.43156250487398
chr1H	159240001	159340000	4.59569444949894
chr1H	159260001	159360000	4.43156250487398
chr1H	159280001	159380000	4.26182331249615
chr1H	159300001	159400000	4.58965587499585
chr1H	159320001	159420000	4.425739593746
chr1H	159340001	159440000	4.58965587499585
chr1H	159360001	159460000	4.425739593746
chr1H	159380001	159480000	4.7535721562457
chr1H	159400001	159500000	5.24532099999526
chr1H	159420001	159520000	5.24532099999526
chr1H	159440001	159540000	5.24532099999526
chr1H	159460001	159560000	5.24532099999526
chr1H	159480001	159580000	5.57315356249496
chr1H	159500001	159600000	5.40923728124511
chr1H	159520001	159620000	5.40923728124511
chr1H	159540001	159640000	5.40923728124511
chr1H	159560001	159660000	5.24532099999526
chr1H	159580001	159680000	5.24532099999526
chr1H	159600001	159700000	5.24532099999526
chr1H	159620001	159720000	5.57315356249496
chr1H	159640001	159740000	5.57681008237472
chr1H	159660001	159760000	5.57681008237472
chr1H	159680001	159780000	5.74083390832691
chr1H	159700001	159800000	5.57681008237472
chr1H	159720001	159820000	5.08473860451812
chr1H	159740001	159840000	4.92071477856593
chr1H	159760001	159860000	4.91748843749555
chr1H	159780001	159880000	4.425739593746
chr1H	159800001	159900000	4.09790703124629
chr1H	159820001	159920000	4.91748843749555
chr1H	159840001	159940000	4.425739593746
chr1H	159860001	159960000	4.58965587499585
chr1H	159880001	159980000	4.91748843749555
chr1H	159900001	160000000	5.24532099999526
chr1H	159920001	160020000	4.7535721562457
chr1H	159940001	160040000	5.0814047187454
chr1H	159960001	160060000	5.24532099999526
chr1H	159980001	160080000	5.0814047187454
chr1H	160000001	160100000	4.91748843749555
chr1H	160020001	160120000	5.24532099999526
chr1H	160040001	160140000	5.40923728124511
chr1H	160060001	160160000	5.90098612499466
chr1H	160080001	160180000	5.90098612499466
chr1H	160100001	160200000	6.06490240624451
chr1H	160120001	160220000	5.90098612499466
chr1H	160140001	160240000	5.40923728124511
chr1H	160160001	160260000	5.0814047187454
chr1H	160180001	160280000	5.0814047187454
chr1H	160200001	160300000	4.91748843749555
chr1H	160220001	160320000	4.7535721562457
chr1H	160240001	160340000	4.28753824282553
chr1H	160260001	160360000	4.12263292579378
chr1H	160280001	160380000	4.45244355985728
chr1H	160300001	160400000	5.44187546204779
chr1H	160320001	160420000	5.60678077907954
chr1H	160340001	160440000	5.60678077907954
chr1H	160360001	160460000	5.73706984374481
chr1H	160380001	160480000	5.57315356249496
chr1H	160400001	160500000	4.7535721562457
chr1H	160420001	160520000	5.0814047187454
chr1H	160440001	160540000	8.68756290624214
chr1H	160460001	160560000	8.68756290624214
chr1H	160480001	160580000	9.34322803124155
chr1H	160500001	160600000	9.99889315624096
chr1H	160520001	160620000	10.1628094374908
chr1H	160540001	160640000	6.06490240624451
chr1H	160560001	160660000	6.06490240624451
chr1H	160580001	160680000	6.22881868749437
chr1H	160600001	160700000	6.22881868749437
chr1H	160620001	160720000	5.90098612499466
chr1H	160640001	160740000	5.90098612499466
chr1H	160660001	160760000	5.73706984374481
chr1H	160680001	160780000	6.06490240624451
chr1H	160700001	160800000	6.06490240624451
chr1H	160720001	160820000	5.73706984374481
chr1H	160740001	160840000	5.73706984374481
chr1H	160760001	160860000	5.73706984374481
chr1H	160780001	160880000	5.40923728124511
chr1H	160800001	160900000	5.24532099999526
chr1H	160820001	160920000	6.06490240624451
chr1H	160840001	160940000	5.90098612499466
chr1H	160860001	160960000	6.06490240624451
chr1H	160880001	160980000	6.06490240624451
chr1H	160900001	161000000	5.40923728124511
chr1H	160920001	161020000	4.91748843749555
chr1H	160940001	161040000	4.91748843749555
chr1H	160960001	161060000	4.91748843749555
chr1H	160980001	161080000	4.58965587499585
chr1H	161000001	161100000	4.58965587499585
chr1H	161020001	161120000	4.7535721562457
chr1H	161040001	161140000	4.58965587499585
chr1H	161060001	161160000	4.425739593746
chr1H	161080001	161180000	4.425739593746
chr1H	161100001	161200000	4.58965587499585
chr1H	161120001	161220000	4.26182331249615
chr1H	161140001	161240000	4.425739593746
chr1H	161160001	161260000	4.26182331249615
chr1H	161180001	161280000	4.09790703124629
chr1H	161200001	161300000	4.09790703124629
chr1H	161220001	161320000	4.09790703124629
chr1H	161240001	161340000	4.09790703124629
chr1H	161260001	161360000	4.09790703124629
chr1H	161280001	161380000	4.26182331249615
chr1H	161300001	161400000	4.26182331249615
chr1H	161320001	161420000	4.26182331249615
chr1H	161340001	161440000	4.26182331249615
chr1H	161360001	161460000	4.425739593746
chr1H	161380001	161480000	4.58965587499585
chr1H	161400001	161500000	4.7535721562457
chr1H	161420001	161520000	4.58965587499585
chr1H	161440001	161540000	4.7535721562457
chr1H	161460001	161560000	5.0814047187454
chr1H	161480001	161580000	4.58965587499585
chr1H	161500001	161600000	5.24532099999526
chr1H	161520001	161620000	5.24532099999526
chr1H	161540001	161640000	5.90098612499466
chr1H	161560001	161660000	5.57315356249496
chr1H	161580001	161680000	5.57315356249496
chr1H	161600001	161700000	5.57315356249496
chr1H	161620001	161720000	5.40923728124511
chr1H	161640001	161740000	4.58965587499585
chr1H	161660001	161760000	4.7535721562457
chr1H	161680001	161780000	4.7535721562457
chr1H	161700001	161800000	5.40923728124511
chr1H	161720001	161820000	5.73706984374481
chr1H	161740001	161840000	6.06490240624451
chr1H	161760001	161860000	6.22881868749437
chr1H	161780001	161880000	6.22881868749437
chr1H	161800001	161900000	6.22881868749437
chr1H	161820001	161920000	6.55665124999407
chr1H	161840001	161940000	8.19581406249259
chr1H	161860001	161960000	9.99889315624096
chr1H	161880001	161980000	9.5071443124914
chr1H	161900001	162000000	8.85147918749199
chr1H	161920001	162020000	8.85147918749199
chr1H	161940001	162040000	6.39273496874422
chr1H	161960001	162060000	5.40923728124511
chr1H	161980001	162080000	5.73706984374481
chr1H	162000001	162100000	6.06490240624451
chr1H	162020001	162120000	6.22881868749437
chr1H	162040001	162140000	6.72056753124392
chr1H	162060001	162160000	6.55665124999407
chr1H	162080001	162180000	6.22881868749437
chr1H	162100001	162200000	5.90098612499466
chr1H	162120001	162220000	5.90098612499466
chr1H	162140001	162240000	5.40923728124511
chr1H	162160001	162260000	5.40923728124511
chr1H	162180001	162280000	5.24532099999526
chr1H	162200001	162300000	4.7535721562457
chr1H	162220001	162320000	4.7535721562457
chr1H	162240001	162340000	4.425739593746
chr1H	162260001	162360000	4.425739593746
chr1H	162280001	162380000	4.58965587499585
chr1H	162300001	162400000	4.7535721562457
chr1H	162320001	162420000	5.0814047187454
chr1H	162340001	162440000	5.0814047187454
chr1H	162360001	162460000	5.24532099999526
chr1H	162380001	162480000	5.24532099999526
chr1H	162400001	162500000	5.0814047187454
chr1H	162420001	162520000	4.91748843749555
chr1H	162440001	162540000	5.0814047187454
chr1H	162460001	162560000	4.91748843749555
chr1H	162480001	162580000	4.91748843749555
chr1H	162500001	162600000	4.91748843749555
chr1H	162520001	162620000	5.40923728124511
chr1H	162540001	162640000	5.40923728124511
chr1H	162560001	162660000	5.40923728124511
chr1H	162580001	162680000	5.40923728124511
chr1H	162600001	162700000	5.24532099999526
chr1H	162620001	162720000	5.40923728124511
chr1H	162640001	162740000	5.0814047187454
chr1H	162660001	162760000	5.24532099999526
chr1H	162680001	162780000	5.0814047187454
chr1H	162700001	162800000	4.91748843749555
chr1H	162720001	162820000	4.92721928262971
chr1H	162740001	162840000	4.43449735436674
chr1H	162760001	162860000	4.43449735436674
chr1H	162780001	162880000	4.425739593746
chr1H	162800001	162900000	4.425739593746
chr1H	162820001	162920000	4.42864330070933
chr1H	162840001	162940000	4.45549225015622
chr1H	162860001	162960000	6.27069279651616
chr1H	162880001	162980000	6.22881868749437
chr1H	162900001	163000000	6.06490240624451
chr1H	162920001	163020000	5.73706984374481
chr1H	162940001	163040000	5.40923728124511
chr1H	162960001	163060000	4.09790703124629
chr1H	162980001	163080000	4.26182331249615
chr1H	163000001	163100000	4.58965587499585
chr1H	163020001	163120000	4.58965587499585
chr1H	163040001	163140000	4.58965587499585
chr1H	163060001	163160000	4.91748843749555
chr1H	163080001	163180000	4.91748843749555
chr1H	163100001	163200000	4.7535721562457
chr1H	163120001	163220000	4.91748843749555
chr1H	163140001	163240000	5.0814047187454
chr1H	163160001	163260000	5.10512160920959
chr1H	163180001	163280000	4.7921324096811
chr1H	163200001	163300000	4.77899765621998
chr1H	163220001	163320000	4.77575892474446
chr1H	163240001	163340000	4.77575892474446
chr1H	163260001	163360000	5.0814047187454
chr1H	163280001	163380000	6.06490240624451
chr1H	163300001	163400000	5.73706984374481
chr1H	163320001	163420000	5.24532099999526
chr1H	163340001	163440000	5.57315356249496
chr1H	163360001	163460000	5.73706984374481
chr1H	163380001	163480000	4.7535721562457
chr1H	163400001	163500000	5.0814047187454
chr1H	163420001	163520000	4.91748843749555
chr1H	163440001	163540000	4.91748843749555
chr1H	163460001	163560000	5.0814047187454
chr1H	163480001	163580000	5.24532099999526
chr1H	163500001	163600000	4.7535721562457
chr1H	163520001	163620000	4.91748843749555
chr1H	163540001	163640000	4.91748843749555
chr1H	163560001	163660000	4.91748843749555
chr1H	163580001	163680000	4.58965587499585
chr1H	163600001	163700000	4.7535721562457
chr1H	163620001	163720000	4.91748843749555
chr1H	163640001	163740000	4.92721928262971
chr1H	163660001	163760000	4.77253782664959
chr1H	163680001	163780000	5.26624863630299
chr1H	163700001	163800000	5.92055278943098
chr1H	163720001	163820000	6.0850125891374
chr1H	163740001	163840000	6.57839198825665
chr1H	163760001	163860000	7.04840009374362
chr1H	163780001	163880000	7.04840009374362
chr1H	163800001	163900000	6.22881868749437
chr1H	163820001	163920000	5.90098612499466
chr1H	163840001	163940000	5.40923728124511
chr1H	163860001	163960000	5.40923728124511
chr1H	163880001	163980000	5.0814047187454
chr1H	163900001	164000000	4.91748843749555
chr1H	163920001	164020000	5.40923728124511
chr1H	163940001	164040000	5.11556517610529
chr1H	163960001	164060000	5.44560163907982
chr1H	163980001	164080000	5.44560163907982
chr1H	164000001	164100000	5.28058340759256
chr1H	164020001	164120000	5.26624863630299
chr1H	164040001	164140000	4.91748843749555
chr1H	164060001	164160000	4.91748843749555
chr1H	164080001	164180000	4.91748843749555
chr1H	164100001	164200000	4.91748843749555
chr1H	164120001	164220000	4.91748843749555
chr1H	164140001	164240000	5.0814047187454
chr1H	164160001	164260000	5.0814047187454
chr1H	164180001	164280000	5.0814047187454
chr1H	164200001	164300000	5.73706984374481
chr1H	164220001	164320000	5.90098612499466
chr1H	164240001	164340000	6.22881868749437
chr1H	164260001	164360000	5.57315356249496
chr1H	164280001	164380000	5.40923728124511
chr1H	164300001	164400000	5.40923728124511
chr1H	164320001	164420000	5.24532099999526
chr1H	164340001	164440000	4.7535721562457
chr1H	164360001	164460000	4.425739593746
chr1H	164380001	164480000	5.0814047187454
chr1H	164400001	164500000	4.58965587499585
chr1H	164420001	164520000	4.58965587499585
chr1H	164440001	164540000	4.7535721562457
chr1H	164460001	164560000	4.58965587499585
chr1H	164480001	164580000	4.7535721562457
chr1H	164500001	164600000	4.91748843749555
chr1H	164520001	164620000	5.0814047187454
chr1H	164540001	164640000	5.0814047187454
chr1H	164560001	164660000	5.57315356249496
chr1H	164580001	164680000	6.093209662605
chr1H	164600001	164700000	5.92852832037243
chr1H	164620001	164720000	5.5991656359073
chr1H	164640001	164740000	5.0814047187454
chr1H	164660001	164760000	5.73706984374481
chr1H	164680001	164780000	5.40923728124511
chr1H	164700001	164800000	5.90098612499466
chr1H	164720001	164820000	5.73706984374481
chr1H	164740001	164840000	5.73706984374481
chr1H	164760001	164860000	5.40923728124511
chr1H	164780001	164880000	4.92071477856593
chr1H	164800001	164900000	5.24876243047032
chr1H	164820001	164920000	4.92071477856593
chr1H	164840001	164940000	5.08473860451812
chr1H	164860001	164960000	5.08473860451812
chr1H	164880001	164980000	5.24876243047032
chr1H	164900001	165000000	4.91748843749555
chr1H	164920001	165020000	5.0814047187454
chr1H	164940001	165040000	4.91748843749555
chr1H	164960001	165060000	4.58965587499585
chr1H	164980001	165080000	4.58965587499585
chr1H	165000001	165100000	4.7535721562457
chr1H	165020001	165120000	4.75669095261373
chr1H	165040001	165140000	4.92071477856593
chr1H	165060001	165160000	5.08473860451812
chr1H	165080001	165180000	5.08473860451812
chr1H	165100001	165200000	5.41278625642252
chr1H	165120001	165220000	6.06490240624451
chr1H	165140001	165240000	6.22881868749437
chr1H	165160001	165260000	5.90098612499466
chr1H	165180001	165280000	6.06490240624451
chr1H	165200001	165300000	5.90098612499466
chr1H	165220001	165320000	4.98190214783309
chr1H	165240001	165340000	5.14796555276086
chr1H	165260001	165360000	5.14796555276086
chr1H	165280001	165380000	4.98190214783309
chr1H	165300001	165400000	4.64977533797755
chr1H	165320001	165420000	4.98190214783309
chr1H	165340001	165440000	4.48371193304978
chr1H	165360001	165460000	5.40923728124511
chr1H	165380001	165480000	5.73706984374481
chr1H	165400001	165500000	5.57315356249496
chr1H	165420001	165520000	5.57315356249496
chr1H	165440001	165540000	5.90098612499466
chr1H	165460001	165560000	6.39273496874422
chr1H	165480001	165580000	5.24532099999526
chr1H	165500001	165600000	5.73706984374481
chr1H	165520001	165620000	5.40923728124511
chr1H	165540001	165640000	5.24532099999526
chr1H	165560001	165660000	5.24532099999526
chr1H	165580001	165680000	5.57315356249496
chr1H	165600001	165700000	5.24532099999526
chr1H	165620001	165720000	4.91748843749555
chr1H	165640001	165740000	4.58965587499585
chr1H	165660001	165760000	4.26182331249615
chr1H	165680001	165780000	4.58965587499585
chr1H	165700001	165800000	5.40923728124511
chr1H	165720001	165820000	5.57315356249496
chr1H	165740001	165840000	6.22881868749437
chr1H	165760001	165860000	5.57315356249496
chr1H	165780001	165880000	5.24532099999526
chr1H	165800001	165900000	5.0814047187454
chr1H	165820001	165920000	4.7535721562457
chr1H	165840001	165940000	4.425739593746
chr1H	165860001	165960000	4.425739593746
chr1H	165880001	165980000	4.26182331249615
chr1H	165900001	166000000	4.58965587499585
chr1H	165920001	166020000	5.24532099999526
chr1H	165940001	166040000	4.91748843749555
chr1H	165960001	166060000	5.40923728124511
chr1H	165980001	166080000	5.57315356249496
chr1H	166000001	166100000	4.91748843749555
chr1H	166020001	166120000	4.91748843749555
chr1H	166040001	166140000	5.0814047187454
chr1H	166060001	166160000	4.58965587499585
chr1H	166080001	166180000	3.65339490841093
chr1H	166100001	166200000	3.65339490841093
chr1H	166120001	166220000	3.8194583133387
chr1H	166140001	166240000	4.31456020674831
chr1H	166160001	166260000	4.91748843749555
chr1H	166180001	166280000	5.0814047187454
chr1H	166200001	166300000	5.57315356249496
chr1H	166220001	166320000	6.06490240624451
chr1H	166240001	166340000	6.06490240624451
chr1H	166260001	166360000	5.73706984374481
chr1H	166280001	166380000	6.06490240624451
chr1H	166300001	166400000	6.06490240624451
chr1H	166320001	166420000	5.73706984374481
chr1H	166340001	166440000	5.90098612499466
chr1H	166360001	166460000	5.57315356249496
chr1H	166380001	166480000	5.57315356249496
chr1H	166400001	166500000	5.40923728124511
chr1H	166420001	166520000	5.24532099999526
chr1H	166440001	166540000	5.24532099999526
chr1H	166460001	166560000	5.73706984374481
chr1H	166480001	166580000	5.57315356249496
chr1H	166500001	166600000	6.06490240624451
chr1H	166520001	166620000	6.22881868749437
chr1H	166540001	166640000	6.06490240624451
chr1H	166560001	166660000	6.06490240624451
chr1H	166580001	166680000	6.06490240624451
chr1H	166600001	166700000	5.73706984374481
chr1H	166620001	166720000	5.57315356249496
chr1H	166640001	166740000	5.57315356249496
chr1H	166660001	166760000	5.0814047187454
chr1H	166680001	166780000	5.0814047187454
chr1H	166700001	166800000	5.57315356249496
chr1H	166720001	166820000	5.73706984374481
chr1H	166740001	166840000	5.57681008237472
chr1H	166760001	166860000	5.57681008237472
chr1H	166780001	166880000	5.57681008237472
chr1H	166800001	166900000	5.41278625642252
chr1H	166820001	166920000	5.74083390832691
chr1H	166840001	166940000	5.74083390832691
